Gene,count,mean,median,max,min,std
6428,21,0.576,0.0,30.0,0.0,3.941034858480162
84790,7,0.194,0.0,34.0,0.0,2.3228774741169107
388677,26,0.711,0.0,32.0,0.0,4.362856118818672
718,3,0.083,0.0,30.0,0.0,1.5167107210709008
4692,10,0.289,0.0,33.0,0.0,2.8868343930355294
9775,21,0.59,0.0,31.0,0.0,4.035366672829643
10250,3,0.083,0.0,29.0,0.0,1.5153901832225942
4116,8,0.226,0.0,33.0,0.0,2.5296883846282965
9978,9,0.246,0.0,29.0,0.0,2.5846013549799443
9238,18,0.496,0.0,30.0,0.0,3.6722567270643642
4191,17,0.464,0.0,30.0,0.0,3.5359874444357415
1025,40,1.13,0.0,34.0,0.0,5.557336051021567
10524,25,0.69,0.0,32.0,0.0,4.323493100791603
85451,15,0.419,0.0,31.0,0.0,3.405148166238003
9887,8,0.222,0.0,31.0,0.0,2.481304671513128
3024,16,0.46,0.0,32.0,0.0,3.6157258570684627
6232,7,0.193,0.0,29.0,0.0,2.3019665614535
6217,9,0.261,0.0,32.0,0.0,2.7459824142589517
2065,2,0.054,0.0,29.0,0.0,1.2101853364458475
801,42,1.164,0.0,38.0,0.0,5.58159997296996
1639,18,0.498,0.0,31.0,0.0,3.690205090996111
4686,39,1.129,0.0,33.0,0.0,5.622274359097834
3881,29,0.822,0.0,32.0,0.0,4.770017722091719
6622,7,0.186,0.0,28.0,0.0,2.2190827673451765
5108,7,0.187,0.0,29.0,0.0,2.2309208878864375
1173,4,0.106,0.0,28.0,0.0,1.6761782642587795
1859,33,0.905,0.0,34.0,0.0,4.913870279232158
26135,9,0.256,0.0,31.0,0.0,2.6902976975981114
9170,16,0.442,0.0,32.0,0.0,3.477460097359671
5518,10,0.283,0.0,33.0,0.0,2.827172422032994
25895,6,0.178,0.0,37.0,0.0,2.30773517580368
9641,14,0.406,0.0,34.0,0.0,3.418310818057488
728,11,0.305,0.0,30.0,0.0,2.8969582957590823
4163,25,0.7,0.0,32.0,0.0,4.38146062371867
3009,6,0.162,0.0,28.0,0.0,2.088089106364026
5970,13,0.366,0.0,34.0,0.0,3.203483464341014
23365,9,0.259,0.0,33.0,0.0,2.725683097564416
7024,33,0.927,0.0,32.0,0.0,5.03279246542116
7112,11,0.313,0.0,31.0,0.0,2.9721818357672647
89941,11,0.307,0.0,31.0,0.0,2.918092915975478
387,11,0.299,0.0,29.0,0.0,2.8386011795700803
3198,13,0.355,0.0,32.0,0.0,3.102999130454858
5578,9,0.24,0.0,28.0,0.0,2.521657938491809
891,10,0.272,0.0,29.0,0.0,2.713185835393031
5566,2,0.054,0.0,28.0,0.0,1.2077013465847186
4790,26,0.735,0.0,32.0,0.0,4.511222243043023
1915,26,0.731,0.0,32.0,0.0,4.487178821238771
7874,9,0.252,0.0,30.0,0.0,2.6479251325344353
10492,10,0.285,0.0,33.0,0.0,2.84497256030157
2316,19,0.529,0.0,31.0,0.0,3.8096814397889855
23770,8,0.222,0.0,30.0,0.0,2.4804977058785735
7203,17,0.464,0.0,31.0,0.0,3.5405139795288534
3306,15,0.404,0.0,30.0,0.0,3.281699796378937
6128,10,0.279,0.0,30.0,0.0,2.7804477858593017
5885,10,0.277,0.0,31.0,0.0,2.7607775884509227
2023,2,0.052,0.0,27.0,0.0,1.163034242251125
9512,5,0.133,0.0,30.0,0.0,1.8817151356812363
9131,30,0.842,0.0,32.0,0.0,4.801259010727092
6742,19,0.537,0.0,32.0,0.0,3.872935660533316
9694,2,0.056,0.0,29.0,0.0,1.2523707248384692
23521,43,1.235,0.0,36.0,0.0,5.848759097704656
4193,15,0.407,0.0,30.0,0.0,3.304280446522249
6138,12,0.343,0.0,32.0,0.0,3.122996014103141
8841,9,0.239,0.0,28.0,0.0,2.5132041690231213
9611,1,0.025,0.0,25.0,0.0,0.790569415042095
