gene_id,training_class,disease_probability
27134,-1,0.9968792692983831
10579,-1,0.9968792692983831
23385,-1,0.9968792692983831
23032,-1,0.9968792692983831
2870,-1,0.9968792692983831
144195,-1,0.9968792692983831
10519,-1,0.9968792692983831
51128,-1,0.9968792692983831
2259,-1,0.9968792692983831
150280,-1,0.9968792692983831
144402,-1,0.9968792692983831
84725,-1,0.9968792692983831
55172,-1,0.9968792692983831
51526,-1,0.9968792692983831
8724,-1,0.9968792692983831
5297,-1,0.9968792692983831
93587,-1,0.9968792692983831
5872,-1,0.9968792692983831
5337,-1,0.9968792692983831
339855,-1,0.9968792692983831
149465,-1,0.9968792692983831
126859,-1,0.9968792692983831
8120,-1,0.9968792692983831
51560,-1,0.9968792692983831
6263,-1,0.9968792692983831
57707,-1,0.9968792692983831
287,-1,0.9968792692983831
79680,-1,0.9968792692983831
598,-1,0.9968792692983831
29108,-1,0.9968792692983831
10008,-1,0.9968792692983831
51057,-1,0.9968792692983831
10618,-1,0.9968792692983831
51552,-1,0.9968792692983831
56940,-1,0.9968792692983831
23217,-1,0.9968792692983831
3364,-1,0.9968792692983831
84900,-1,0.9968792692983831
4326,-1,0.9968792692983831
59343,-1,0.9968792692983831
57118,-1,0.9968792692983831
196996,-1,0.9968792692983831
51566,-1,0.9968792692983831
55237,-1,0.9968792692983831
2175,-1,0.9968792692983831
93974,-1,0.996879127271279
2976,-1,0.9968790845136516
2975,-1,0.9968790845136516
5423,-1,0.9968790845136516
